row_id,assoc_id,evidence_level,source_url_override,evidence_detail,url_fix_reason
633,assoc_0633,literature,,"Needs-check reference audit (2026-06): Melinaea on Juanulloa (Solanaceae) is typical for the genus. Beccaloni plausible-marker catalogue row carrying a Mallet p.c. 1986 oviposition note (RC:86-25) plus Freitas p.c. 1994 - p.c.-level, no embedded published primary. The ovipositio",
634,assoc_0634,literature,,"Needs-check reference audit (2026-06): Melinaea menophilus on Juanulloa: accepted Beccaloni marker, real Lamas 1985 citation, AND independent corroboration in the dataset's own supplement (record 11, McClure & Elias 2016, BMC Evol Biol 16:128 reporting M. menophilus uses Juanull",
637,assoc_0637,literature,,"Needs-check reference audit (2026-06): Biology is typical and non-anomalous: Melinaea mneme (Ithomiini) on Markea coccinea (Solanaceae, a listed Ithomiini host genus) -- NOT a Passifloraceae case, so no atypical flag applies. The cited primary source (Drummond & Brown 1987) is r",
641,assoc_0641,literature,,"Needs-check reference audit (2026-06): Methona is a classic Brunfelsia (Solanaceae) feeder, so the pairing is typical and contrasts correctly with the atypical Mechanitis-Brunfelsia rows. Record is a Beccaloni plausible-marker catalogue row backed by Freitas p.c. 1997 and Mallet",
642,assoc_0642,literature,,"Needs-check reference audit (2026-06): Methona confusa on Brunfelsia is the canonical Methona specialist pairing (and the supplement separately documents Methona confusa-group rearing on Brunfelsia), accepted marker + real Lamas 1985 citation = literature. Refute medium: this sp",
647,assoc_0647,literature,,"Needs-check reference audit (2026-06): Methona curvifascia on Brunfelsia is Beccaloni-DUBIOUS, but the dataset's own supplement (record 29, Hill & Tipan 2008) describes M. curvifascia immature stages reared on Brunfelsia grandiflora in eastern Ecuador with evidence_level 'direct",
653,assoc_0653,literature,,"Re-audit 2026-06-16 (corrected scope/captive rules): Methona themisto on Brunfelsia americana is typical, biologically plausible Solanaceae host use (rule 5), so needs_check is not warranted. Sole support is '[Hall, p.c., 1986 (Captive)]' — a personal communication, which per rule 2",
654,assoc_0654,literature,,"Needs-check reference audit (2026-06): Methona themisto on Brunfelsia (Solanaceae) is a classic, well-attested Ithomiini pairing. Beccaloni marker is the CLOSED circle (plausible/accepted, not dubious), backed by Drummond & Brown 1987 (authoritative checked larval foodplant comp",
658,assoc_0658,literature,,"Needs-check reference audit (2026-06): evidence_level 'literature' is correct and I retain it: Methona is a genuine Ithomiini Solanaceae feeder, Brunfelsia is a documented core host genus, and the record sits in Beccaloni et al. 2008, a real peer-reviewed catalogue. No Passiflor",
660,assoc_0660,literature,,Re-audit 2026-06-16 (corrected scope/captive rules): CONFIRM literature/low. Methona themisto on Solanum sp. Solanum is a canonical Ithomiini host genus and not aberrant (Rule 5); not grounds for needs_check. Two traceable embedded primary sources (Arruda & Arruda 1971; Fonseca & Am,
664,assoc_0664,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
667,assoc_0667,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
668,assoc_0668,literature,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,"Needs-check reference audit (2026-06): Embedded primary is Beccaloni 1995 (ssp. corena, Ecuador) - a real, authoritative Ithomiine foodplant source, treated as genuine even though full text not retrieved here. Napeogenes on Solanum is typical. Because this is reported in that pu",beccaloni-cabi-paywall->free-pdf
670,assoc_0670,literature,,"Needs-check reference audit (2026-06): Hold literature/medium. Plausible (●) Beccaloni row, single D&B1987 cite (Costa Rica, ssp. amara). Lycianthes is a standard Ithomiini/Napeogenes host (Solanaceae). 'nr multiflora' qualifier caps species certainty, so medium not high. Catalo",
678,assoc_0678,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
679,assoc_0679,literature,,"Needs-check reference audit (2026-06): Hold literature/medium. Plausible (●) row, single D&B1987 cite (Rondonia, Brazil). Solanum consistent with Oleria. 'nr chacoense' makes species ID tentative, hence medium. Catalogue-backed, not re-verified, literature is correct.",
683,assoc_0683,literature,,"Needs-check reference audit (2026-06): Oleria onega on Lycianthes: accepted marker (solid) + real Lamas 1985 citation supports literature, and Oleria on understory Solanaceae is taxonomically sound. Refute medium: broad-Neotropics catalogue scope, Lamas 1985 unretrievable per pr",
685,assoc_0685,literature,,"Needs-check reference audit (2026-06): Hold literature/medium. Plausible (●) Beccaloni row, single D&B1987 cite (Peru, ssp. agarista). Genus-level Solanum, plausible for Oleria onega. Not independently re-verified, so literature/medium. Solanaceae, no atypicality.",
686,assoc_0686,literature,,"Needs-check reference audit (2026-06): Hold literature/medium. Plausible (●) row, single D&B1987 cite (Ecuador, ssp. agarista). Solanum (sect. Micracantha) genus-level, plausible for Oleria onega. Catalogue-level only, not direct.",
687,assoc_0687,literature,,"Needs-check reference audit (2026-06): Confirmed source_refs = Mallet p.c. 1984 (RC: 84-23, a rearing code), genus-level Solanum. Oleria (Oleriina) on Solanum is textbook Solanaceae host use. Catalogue-mediated p.c. with no embedded primary publication, so literature/medium is t",
688,assoc_0688,literature,,"Needs-check reference audit (2026-06): Oleria onega on Solanum: accepted marker + real Lamas 1985 citation = literature; taxonomically canonical Solanaceae use. Refute medium: broad catalogue trail, source unretrievable, not re-verified; low. Worklist note of 4x key duplication ",
691,assoc_0691,literature,,"Needs-check reference audit (2026-06): Hold literature/medium. Plausible (●) row, single D&B1987 cite (Peru, ssp. crispinilla). Solanum fits Oleria onega; 'nr chacoense' tentative species ID caps at medium. Catalogue-backed, literature correct.",
711,assoc_0711,literature,,"Needs-check reference audit (2026-06): Association is taxonomically sound: Placidina euryanassa on Brugmansia suaveolens (Solanaceae) is a classic, well-documented southern-Brazil (Sao Paulo) ithomiine host system. No Passifloraceae issue. However, the first-pass 'direct' verdic",
723,assoc_0723,literature,,"Needs-check reference audit (2026-06): Mostly agree on literature but REFUTE the high confidence; set medium. Plausible (●) Beccaloni row, single D&B1987 cite (Ecuador), genus-level Cestrum. Cestrum is a classic Ithomiini host and good fit for Pseudoscada, supporting literature;",
724,assoc_0724,literature,,Needs-check reference audit (2026-06): Pseudoscada timna on Cestrum (Solanaceae) is plausible Godyridina host use; accepted marker + real Lamas 1985 citation = literature. Refute medium: broad-Neotropics catalogue scope and unretrievable Lamas 1985; no independent corroboration ,
726,assoc_0726,literature,,"Needs-check reference audit (2026-06): Pteronymia on Solanum is typical Ithomiini biology. source_refs = 'Venezuela: [Brown & Freitas, 1994 (ssp. aletta)]' — single real authoritative primary record. Host resolved only to genus/section (Solanum sect. Geminata, host_taxon_rank=ge",
732,assoc_0732,literature,,"Needs-check reference audit (2026-06): Pteronymia artena on Solanum (sect. Geminata), Venezuela, sourced to D&B 1987 (ssp. beebei) embedded in Beccaloni 2008 catalogue. Real authoritative primary source reached via peer-reviewed compilation but not re-verified here, and plant is",
734,assoc_0734,literature,,"Needs-check reference audit (2026-06): source_refs = Knapp, In press (Sandra Knapp, Solanaceae botanist) for the plant determination, via Beccaloni catalogue. Pteronymia on Solanum aphyodendron is typical. Catalogue-mediated, 'in press' untraceable but a real authority, so liter",
740,assoc_0740,literature,,"Needs-check reference audit (2026-06): source_refs = Freitas p.c. 1994 (Brazil ES), host 'Solanum nr pseudoquina'. Pteronymia on Solanum plausible; imprecise host ID and p.c.-only via catalogue. literature/medium correct; avoid exact species overlay. First-pass holds.",
744,assoc_0744,literature,,"Needs-check reference audit (2026-06): Pteronymia latilla on Solanum nr ripense, Venezuela. source_refs is D&B 1987 only; the stored evidence_basis 'Costa 1999' and confidence:high are a template mismatch and should be disregarded. Tentative 'nr ripense' ID + catalogue-mediated,",
756,assoc_0756,literature,,"Needs-check reference audit (2026-06): Pteronymia simplex on Solanum spp. (sect. Geminata) genus-level, Costa Rica, D&B 1987 (ssp. simplex) via Beccaloni 2008. Textbook Ithomiini host; genus-level overlay and unverified catalogue-mediated primary cap it at 'literature'/medium. N",
778,assoc_0778,literature,,"Needs-check reference audit (2026-06): source_refs = Salazar p.c. 1997 (Colombia), host Cuatresia riparia. Cuatresia is a legitimate Solanaceae Ithomiini host; Pteronymia veia pairing plausible. p.c.-only via catalogue, so literature/medium not direct. First-pass holds. Caveat: ",
781,assoc_0781,literature,,"Needs-check reference audit (2026-06): Pteronymia vestilla on Solanum nr nudum, Ecuador, D&B 1987 (ssp. sparsa) via Beccaloni 2008. Record stores confidence:high but it is catalogue-mediated, not independently re-checked, with tentative 'nr nudum' ID; caveat itself says verify b",
783,assoc_0783,literature,,"Needs-check reference audit (2026-06): Sais rosalia on Lycianthes sp. (genus), Brazil, D&B 1987 (ssp. brasiliensis). OCR typo 'Go Drummond & Brown' does not break traceability. Note a template inconsistency: evidence_detail says 'broad Lamas-only Neotropics trail' which conflict",
784,assoc_0784,literature,,"Needs-check reference audit (2026-06): Sais rosalia on Lycianthes (understory Solanaceae) is plausible for Oleriina; accepted marker + real Lamas 1985 citation = literature. Refute medium: broad catalogue-level Neotropics trail, source unretrievable, not independently verified. ",
785,assoc_0785,literature,,"Needs-check reference audit (2026-06): source_refs = Freitas p.c. 1994 (Brazil ES), host 'Solanum nr pseudoquina'. Scada (Mechanitina) on Solanum typical; imprecise host ID, p.c.-only via catalogue. literature/medium correct; avoid exact species overlay. First-pass holds.",
791,assoc_0791,literature,,"Needs-check reference audit (2026-06): source_refs = Freitas p.c. 1996 + Mallet p.c. 1980 (RC: 28, rearing code), genus-level Cyphomandra (= Solanum betaceum group). Thyridia psidii is a well-documented Cyphomandra feeder; two independent p.c. records. Catalogue-mediated p.c. on",
792,assoc_0792,literature,,"Needs-check reference audit (2026-06): Thyridia psidii (Ithomiini) on Cyphomandra (a Solanum segregate, Solanaceae) is a known and plausible association. Beccaloni 2008 catalogue row with Brown 1992a (ssp. cetoides) and Lamas 1985 embedded, not independently verified; genus-leve",
804,assoc_0804,literature,,Needs-check reference audit (2026-06): Tithorea harmonia on Mesechites (Apocynaceae) is taxonomically correct: Tithorea is the canonical Apocynaceae-feeding ithomiine and Mesechites is a documented genus. Accepted marker + real Lamas 1985 citation = literature. Refute medium: br,
807,assoc_0807,literature,,"Needs-check reference audit (2026-06): Tithorea harmonia on Prestonia (Apocynaceae): Tithorea is the Apocynaceae-feeding ithomiine clade and Prestonia is a classic, well-documented Tithorea host — fully consistent, not Passifloraceae and not atypical. Source trail names real aut",
808,assoc_0808,literature,,Needs-check reference audit (2026-06): Tithorea harmonia on Prestonia (Apocynaceae) is well-supported taxonomically (Tithorea is a classic Apocynaceae feeder; Prestonia is a documented host genus). Accepted marker + real Lamas 1985 citation = literature. Refute medium: this row',
811,assoc_0811,literature,,"Needs-check reference audit (2026-06): source_refs = Muyshondt et al. 1976 + Muyshondt p.c. 1999, ssp. salvadoris, host Prestonia nr portobellensis (Apocynaceae). Tithorea (Tithoreina) on Apocynaceae/Prestonia is the expected host use, and Muyshondt et al. 1976 is a real publish",
812,assoc_0812,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
813,assoc_0813,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
814,assoc_0814,,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,,beccaloni-cabi-paywall->free-pdf
817,assoc_0817,literature,,"Needs-check reference audit (2026-06): source_refs = Muyshondt et al. 1976 + Muyshondt p.c. 1999, ssp. duenna, host Prestonia nr portobellensis (Apocynaceae). Tithorea tarricina on Prestonia is expected Tithoreina host use; Muyshondt et al. 1976 is a genuine published reared stu",
819,assoc_0819,literature,,"Needs-check reference audit (2026-06): Dircenna dero on Solanum scuticum is canonical Ithomiini Solanaceae feeding; no Passifloraceae issue. Record carries r/f flags (reared, first record) in Costa 1999 Table 1, a real published primary source. However the only retrievable prove",
820,assoc_0820,literature,,"Needs-check reference audit (2026-06): Hypothyris ninonia on Solanum cernuum is a plausible canonical Solanaceae pairing; no atypical-family flag. Sourced to Costa 1999 Table 1 (legitimate primary), but data link/source_checked resolve only to Beccaloni 2008 catalogue, and evide",
823,assoc_0823,literature,,"Needs-check reference audit (2026-06): Hypothyris ninonia on Solanum leucodendron is plausible Solanaceae feeding. Confirmed in the data that evidence_type explicitly states 'feeding marks presumed' (p-flag) rather than reared/oviposition, so this is weaker even within Costa 199",
826,assoc_0826,literature,,"Needs-check reference audit (2026-06): Mechanitis lysimnia on Solanum lycocarpum is a classic Mechanitis/Solanum association; biologically strong, no Passifloraceae concern. Costa 1999 Table 1 row carries first-record/reared flags. Primary source real but only the Beccaloni 2008",
827,assoc_0827,literature,,"Needs-check reference audit (2026-06): Mechanitis lysimnia on spiny Solanum palinacanthum is typical and plausible; no atypical-family flag. Reared/first-record row in Costa 1999 Table 1 (legitimate primary), but provenance retrievable in data is the Beccaloni 2008 catalogue and",
834,assoc_0834,literature,,Needs-check reference audit (2026-06): Pteronymia carlia on Solanum mauritianum is canonical Ithomiini Solanaceae feeding; no Passifloraceae issue. evidence_type confirms 'reared' in Costa 1999 Table 1. Primary source is real and authoritative but was not retrieved/re-verified h,
845,assoc_0845,direct,https://images.peabody.yale.edu/lepsoc/jls/2000s/2006/2006(4)203-Hill.pdf,"Needs-check reference audit (2026-06): Verified against Hill 2006 primary text (Yale LepSoc PDF). Paper reports F. olivencia eggs laid on S. monarchostemon (singly/pairs/clusters), larval feeding, oviposition observed, and reared females; host vouchers deposited at Herbario Naci",hill2006-yale
846,assoc_0846,literature,,"Needs-check reference audit (2026-06): Verified: Hill 2006 states 'Elias and Willmott (pers. comm.) observed F. olivencia using Solanum thelopodi[u]m Sendtn., in addition to S. monarchostemon, south of the Rio Napo near Añangu.' This is an observational personal communication re",
847,assoc_0847,,https://dash.harvard.edu/server/api/core/bitstreams/3f60bee7-be2f-486a-8a86-102bfdfa1244/content,,hill2012-dash
849,assoc_0849,,https://doi.org/10.17533/udea.acbi.14326,,muriel2011-doi
850,assoc_0850,direct,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): Muriel et al. 2011 (Actualidades Biologicas 33(95), Table 3) is a real published primary that field-collected immature stages and reared them in the lab - that is explicit rearing evidence, not a catalogue echo. Mechanitis menapis on Solanu",muriel2011-doi
851,assoc_0851,,https://doi.org/10.17533/udea.acbi.14326,,muriel2011-doi
852,assoc_0852,literature,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): Confirmed: source_citation is 'Muriel et al. 2011, Actualidades Biologicas 33(95):275-285, Table 3'; 'Isabel 1830' is the same locality artifact (Finca Santa Isabel, 1830 m). First-pass attribution correct. Pteronymia latilla on Solanum def",muriel2011-doi
853,assoc_0853,direct,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): Confirmed: cites Muriel et al. 2011 Actualidades Biologicas 33(95) Table 3, field-collected immatures reared in lab (Fredonia, Antioquia, Colombia) - genuine direct rearing from a real primary source (no Beccaloni marker; this is NOT a cata",muriel2011-doi
854,assoc_0854,,https://doi.org/10.17533/udea.acbi.14326,,muriel2011-doi
855,assoc_0855,,https://doi.org/10.17533/udea.acbi.14326,,muriel2011-doi
856,assoc_0856,direct,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): Muriel et al. 2011 reared field-collected immatures of M. menapis on Solanum rudepannum (=S. torvum), and the record is independently corroborated by Constantino-Chuaire 1996 for Colombia. Solanum is textbook for Mechanitis. Explicit rearin",muriel2011-doi
857,assoc_0857,literature,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): Confirmed in record: source_citation is 'Muriel et al. 2011, Actualidades Biologicas 33(95):275-285, Table 3'; 'Isabel 1830' is a locality artifact (Finca Santa Isabel, 1830 m, Fredonia, Antioquia, Colombia) per source_refs, NOT a publicati",muriel2011-doi
858,assoc_0858,literature,https://doi.org/10.17533/udea.acbi.14326,"Needs-check reference audit (2026-06): True Ithomiini (Hypoleria ocalea) on Cestrum sp. (Solanaceae) - classic, correct host. source_citation is Muriel et al. 2011 (Actualidades Biologicas 33(95), Table 3), a real published record of field-collected immatures reared in lab - a g",muriel2011-doi
865,assoc_0865,direct,,"Needs-check reference audit (2026-06): Hill et al. 2012 field host record (5/50) of M. messenoides on Solanum cf. sessiliflorum. Direct field larval association; cf. denotes plant-ID uncertainty only, handled by unresolved-species retention and no exact overlay. Typical Solanum ",
866,assoc_0866,direct,,"Needs-check reference audit (2026-06): Hill et al. 2012 field host record (2/50) of M. messenoides on Solanum cf. cacosmum. The butterfly-plant feeding association is directly observed in the field; the cf. flags only plant-ID uncertainty, which is correctly handled by retaining",
867,assoc_0867,direct,,Needs-check reference audit (2026-06): Hill et al. 2012 (Biol. J. Linn. Soc. 106:540-560) is a real field study of Mechanitis host use; records are larvae found on plants in the field = observed larval feeding (direct association evidence). Mechanitis on Solanum is typical. Evid,
868,assoc_0868,direct,,Needs-check reference audit (2026-06): Hill et al. 2012 field record (17/50) of M. messenoides on the unresolved naranjilla-like Solanum category; field larval host association is direct. Mechanitis on Solanum typical. Keep host genus-level (do not convert to S. quitoense/candid,
870,assoc_0870,literature,https://www.researchgate.net/profile/George-Beccaloni-2/publication/262099000_Catalogue_of_the_Hostplants_of_the_Neotropical_Butterflies_Catalogo_de_las_Plantas_Huesped_de_las_Mariposas_Neotropicales/links/5cc0d98a92851c8d2202f3f1/Catalogue-of-the-Hostplants-of-the-Neotropical-Butterflies-Catalogo-de-las-Plantas-Huesped-de-las-Mariposas-Neotropicales.pdf,"Needs-check reference audit (2026-06): Upheld. Same Fassl 1912 (Ovip.) Beccaloni-catalogue row remapped to M. messenoides; the source_refs explicitly name 'ssp. messenoides,' so this remap is taxonomically MORE faithful than leaving it on M. mazaeus (it reduces, not increases, a",beccaloni-cabi-paywall->free-pdf
